Id	PersonId	DateOfBirth	EthnicGroupId	GenderId	GivenNames	MiddleNames	Surnames
985	985	19871117	Hispanic	M	Prudenciano	K	Laureano
986	986	19520508	Hispanic	M	Odoacro	H	Abeyta
987	987	19480121	Hispanic	M	Arián	V	Suárez
988	988	19820104	Hispanic	M	Fedor	L	Cabrera
989	989	19711125	Hispanic	M	Roser	H	Ledesma
990	990	19690612	Hispanic	M	Crisólogo	F	Bañuelos
991	991	19890130	Hispanic	M	Alan	G	Armendáriz
992	992	19680212	Hispanic	F	Darlene	S	Farías
993	993	19810821	Hispanic	M	Meliton	G	Gonzales
994	994	19621214	Hispanic	M	Linus	R	Urías
995	995	19761208	Hispanic	F	Denna	N	Lucero
996	996	19760516	Hispanic	M	Iren	R	Barela
997	997	19520916	Hispanic	F	Melea	A	Adame
998	998	19600328	Hispanic	F	Leocadia	G	Abrego
999	999	19470126	Hispanic	F	Oda	N	Regalado
1000	1000	19611021	Hispanic	M	Hércules	S	Amador
1001	1001	19970729	Hispanic	F	Clarisa	R	Arenas
1002	1002	19490824	Hispanic	M	Areb	G	Berrios
1003	1003	19710112	Hispanic	F	Teófila	F	Estévez
1004	1004	19860829	Hispanic	F	Winni	E	Juárez
1005	1005	19550530	Hispanic	F	Marina	K	Estrada
1006	1006	19550712	Hispanic	M	Laurentino	O	Centeno
1007	1007	19890613	Hispanic	F	Annabel	E	Centeno
1008	1008	19480714	Hispanic	F	Roxana	E	Farías
1009	1009	19600511	Hispanic	M	Augustus	D	Barela
1010	1010	19920511	Hispanic	F	Mireille	R	Ocampo
1011	1011	19800519	Hispanic	F	Elizabeth	A	Mares
1012	1012	19821218	Hispanic	F	Oliana	F	Mojica
1013	1013	19950413	Hispanic	F	Galatea	A	González
1014	1014	19721003	Hispanic	F	Arianna	H	Sierra
1015	1015	19950708	Hispanic	M	Ferdinando	Y	Osorio
1016	1016	19640125	Hispanic	F	Barbara	G	Portillo
1017	1017	19940529	Hispanic	F	Jane	M	Soliz
1018	1018	19760529	Hispanic	M	Donardo	I	Gastelum
1019	1019	19821114	Hispanic	F	Melín	D	González
1020	1020	19491117	Hispanic	F	Grecia	J	Lomeli
1021	1021	19891002	Hispanic	M	Pegaso	E	Barragán
1022	1022	19800207	Hispanic	M	Libio	E	Ordóñez
1023	1023	19800117	Hispanic	M	Erakil	F	Carrasquill
1024	1024	19490906	Hispanic	F	Calfu	Y	Duarte
1025	1025	19750604	Hispanic	F	Desirée	S	Ortega
1026	1026	19760922	Hispanic	M	Mateos	P	Lugo
1027	1027	19541210	Hispanic	M	Enio	T	Maya
1028	1028	19791001	Hispanic	M	Sirio	A	Salas
1029	1029	19471031	Hispanic	F	Pascualina	C	Treviño
1030	1030	19671216	Hispanic	F	Makenna	I	Romero
1031	1031	19960717	Hispanic	F	Gema	U	Villalpando
1032	1032	19840729	Hispanic	M	Alejandrino	A	Ruiz
1033	1033	19450210	Hispanic	M	Janvier	E	Rubio
1034	1034	19860204	Hispanic	M	Mirko	M	Cordero
1035	1035	19920926	Hispanic	M	Graham	W	Solís
1036	1036	19771217	Hispanic	M	Abbot	M	Naranjo
1037	1037	19641204	Hispanic	F	Lida	M	Tapia
1038	1038	19610214	Hispanic	M	Alvero	I	Galindo
1039	1039	19790131	Hispanic	F	Publia	G	Muñiz
1040	1040	19600502	Hispanic	M	Nehuén	F	Ordóñez
1041	1041	19790322	Hispanic	F	Yael	A	Salazar
1042	1042	19520717	Hispanic	F	Queila	W	Díaz
1043	1043	19710823	Hispanic	M	Leónidas	L	Alcantar
1044	1044	19790320	Hispanic	M	Osmar	X	Jasso
1045	1045	19811127	Hispanic	M	Quirico	M	León
1046	1046	19701004	Hispanic	M	Adam	M	Zambrano
1047	1047	19551031	Hispanic	F	Cesaria	S	Briseño
1048	1048	19710926	Hispanic	F	Alira	D	Perales
1049	1049	19890426	Hispanic	M	Jordi	I	Toledo
1050	1050	19761111	Hispanic	F	Verenice	H	Lara
1051	1051	19960326	Hispanic	M	Flaviano	I	Ramírez
1052	1052	19670508	Hispanic	M	Franco	H	Farías
1053	1053	19760723	Hispanic	M	Marcio	Y	Mayonga
1054	1054	19560530	Hispanic	F	Fulvia	P	Solano
1055	1055	19950523	Hispanic	M	Rinaldo	M	Zamudio
1056	1056	19570509	Hispanic	M	Guadalberto	C	Sosa
1057	1057	19970411	Hispanic	F	Gundenia	M	Cavazos
1058	1058	19470209	Hispanic	M	Demócrito	E	Rubio
1059	1059	19810111	Hispanic	F	Leopolda	A	Prieto
1060	1060	19570320	Hispanic	M	Grazian	S	Hernádez
1061	1061	19560512	Hispanic	M	Mateos	G	Solano
1062	1062	19491020	Hispanic	M	Gesualdo	N	Cano
1063	1063	19600618	Hispanic	F	Itatí	M	Heredia
1064	1064	19550103	Hispanic	M	Jehiel	L	Manzanares
1065	1065	19491114	Hispanic	M	Narcisse	T	Cuellar
1066	1066	19760203	Hispanic	F	Milburga	Z	Colón
1067	1067	19761109	Hispanic	M	Michael	P	Orellana
1068	1068	19930917	Hispanic	M	Adam	H	Esparza
1069	1069	19560424	Hispanic	F	Eleonora	C	Corral
1070	1070	19860403	Hispanic	M	Evaristo	B	Cintrón
1071	1071	19940117	Hispanic	F	Herminia	R	Bustos
1072	1072	19821201	Hispanic	M	Beat	A	Villaseñor
1073	1073	19941028	Hispanic	F	Ananquel	G	Aranda
1074	1074	19960229	Hispanic	M	Donaldo	M	Jaime
1075	1075	19910728	Hispanic	F	Madelaine	A	Olivárez
1076	1076	19871215	Hispanic	M	Vernón	L	Sanches
1077	1077	19710107	Hispanic	M	Oriol	M	Farías
1078	1078	19640407	Hispanic	F	Aracelia	A	Elizondo
1079	1079	19490331	Hispanic	F	Cloe	I	Padilla
1080	1080	19830812	Hispanic	F	Yazmín	B	Cerda
1081	1081	19860317	Hispanic	F	Abbi	L	Lerma
1082	1082	19620709	Hispanic	M	Jeremy	C	Gurule
1083	1083	19481222	Hispanic	F	Alba	O	Bermúdez
1084	1084	19920407	Hispanic	M	Demócrito	Y	Ponce
1085	1085	19760728	Hispanic	F	Noreia	E	Saldana
1086	1086	19590705	Hispanic	M	Borja	A	Cortez
1087	1087	19601114	Hispanic	F	Varinia	E	Lozada
1088	1088	19670630	Hispanic	F	Helvia	C	Santacruz
1089	1089	19500116	Hispanic	F	Tracy	F	Lovato
1090	1090	19470626	Hispanic	M	Lauren	E	Reséndez
1091	1091	19961005	Hispanic	M	Eurico	W	Solórzano
1092	1092	19681227	Hispanic	M	Jeremías	M	Batista
1093	1093	19790409	Hispanic	M	Hamlet	H	Crespo
1094	1094	19611023	Hispanic	M	Giovanni	D	Almaraz
1095	1095	19600306	Hispanic	M	Eligio	P	Fajardo
1096	1096	19810706	Hispanic	M	Dagoberto	D	Valverde
1097	1097	19490520	Hispanic	M	Apolinario	A	Alvarez
1098	1098	19760531	Hispanic	M	Aarón	C	Otero
1099	1099	19850213	Hispanic	F	Fedora	F	Viera
1100	1100	19560509	Hispanic	M	Adhemar	A	Ibarra
1101	1101	19590502	Hispanic	F	Inmaculada	P	Montanez
1102	1102	19740729	Hispanic	M	Gabino	T	Valverde
1103	1103	19850501	Hispanic	M	Netanel	H	Linares
1104	1104	19541109	Hispanic	M	Axel	H	Díaz
1105	1105	19530222	Hispanic	M	Dionel	E	Ojeda
1106	1106	19661006	Hispanic	F	Polidora	M	Bahena
1107	1107	19531021	Hispanic	M	Adelmar	K	Banda
1108	1108	19481109	Hispanic	M	Tobías	K	Espinoza
1109	1109	19460224	Hispanic	M	Desiderio	D	Mojica
1110	1110	19520915	Hispanic	F	Ilana	A	Laureano
1111	1111	19621224	Hispanic	F	Eleanor	Y	Curiel
1112	1112	19620425	Hispanic	F	Hipólita	A	Amaya
1113	1113	19451214	Hispanic	M	Yoel	G	Portillo
1114	1114	19580730	Hispanic	F	Frine	R	Guajardo
1115	1115	19610919	Hispanic	F	Loreta	S	Lugo
1116	1116	19520205	Hispanic	M	Cenobio	L	Curiel
1117	1117	19880713	Hispanic	M	Arnau	P	Rodrígez
1118	1118	19770121	Hispanic	M	Gianfranco	F	Velásquez
1119	1119	19641124	Hispanic	M	Ignacio	G	Sanabria
1120	1120	19870406	Hispanic	F	Athena	E	Casas
1121	1121	19711214	Hispanic	M	Alexandre	B	Tapia
1122	1122	19960703	Hispanic	M	Emanuel	C	Negrete
1123	1123	19610328	Hispanic	M	Rafel	J	Jurado
1124	1124	19671127	Hispanic	M	Perseo	G	Fernández
1125	1125	19461209	Hispanic	F	Lihue	E	Saavedra
1126	1126	19791228	Hispanic	M	Theo	D	Elizondo
1127	1127	19560913	Hispanic	F	Idelina	I	Camarillo
1128	1128	19541218	Hispanic	M	Guy	F	Soto
1129	1129	19630607	Hispanic	M	Eliezer	C	Verdugo
1130	1130	19721115	Hispanic	F	Karmina	H	Abreu
1131	1131	19540113	Hispanic	M	Sagar	B	Orozco
1132	1132	19680630	Hispanic	M	Joav	V	Jáquez
1133	1133	19451125	Hispanic	M	Rancul	M	Correa
1134	1134	19700525	Hispanic	M	Terence	Z	Brito
1135	1135	19900802	Hispanic	F	Cloris	B	Fonseca
1136	1136	19890211	Hispanic	M	Gregor	Q	Yáñez
1137	1137	19580120	Hispanic	M	Afrodisio	E	Valle
1138	1138	19630918	Hispanic	M	Rolán	H	Ordóñez
1139	1139	19790503	Hispanic	F	Larissa	S	Soto
1140	1140	19960902	Hispanic	M	Terence	J	Olmos
1141	1141	19800529	Hispanic	M	Anaxagoras	A	Armendáriz
1142	1142	19821102	Hispanic	M	Evasio	D	Arévalo
1143	1143	19640716	Hispanic	M	Kussi	M	Colón
1144	1144	19651227	Hispanic	F	Domínica	R	Castaneda
1145	1145	19941019	Hispanic	M	Lotario	S	Madrid
1146	1146	19470601	Hispanic	F	Analía	A	Rosales
1147	1147	19600110	Hispanic	F	Davina	A	Terrazas
1148	1148	19810221	Hispanic	M	Edelmar	A	Cintrón
1149	1149	19460404	Hispanic	M	Alesio	G	Ruiz
1150	1150	19710702	Hispanic	M	Julio César	R	Cortés
1151	1151	19850529	Hispanic	F	Marine	Z	Tijerina
1152	1152	19740416	Hispanic	M	Menajem	R	Yáñez
1153	1153	19451216	Hispanic	F	Alfonsa	G	Rojo
1154	1154	19461112	Hispanic	M	Apolinar	J	Vigil
1155	1155	19940619	Hispanic	M	Bartelemy	J	Olvera
1156	1156	19861009	Hispanic	M	Sirio	A	Menchaca
1157	1157	19450430	Hispanic	M	Hermógenes	C	Saldana
1158	1158	19750201	Hispanic	F	Connie	E	Campos
1159	1159	19510830	Hispanic	F	Gardine	K	Santiago
1160	1160	19911104	Hispanic	F	Karen	P	Luján
1161	1161	19761109	Hispanic	M	Olmo	F	Marrero
1162	1162	19940930	Hispanic	F	Ariane	F	Corral
1163	1163	19670218	Hispanic	M	Melito	C	Hinojosa
1164	1164	19550207	Hispanic	M	Hygin	A	Ortiz
1165	1165	19580111	Hispanic	M	Joshua	A	Sierra
1166	1166	19600825	Hispanic	F	Exaltación	A	Archuleta
1167	1167	19770621	Hispanic	F	Adelma	U	Lugo
1168	1168	19711109	Hispanic	M	Dick	J	Pabón
1169	1169	19570126	Hispanic	M	Iosef	A	Ramírez
1170	1170	19740402	Hispanic	M	Calfú	D	Hernández
1171	1171	19560621	Hispanic	M	Augusto	K	Mondragón
1172	1172	19781123	Hispanic	M	Restituto	M	Mendoza
1173	1173	19840114	Hispanic	M	Elía	M	Casillas
1174	1174	19730115	Hispanic	F	Araceli	C	Alicea
1175	1175	19690805	Hispanic	M	Adriano	V	Corral
1176	1176	19581217	Hispanic	F	Desdémona	O	Ocasio
1177	1177	19451102	Hispanic	F	Florence	J	Chapa
1178	1178	19740819	Hispanic	F	Ilona	A	Carmona
1179	1179	19800515	Hispanic	M	Othmaro	S	Salgado
1180	1180	19820628	Hispanic	M	Agamenón	B	Armenta
1181	1181	19820101	Hispanic	M	Derek	A	Cintrón
1182	1182	19920907	Hispanic	M	Tercio	L	Valdivia
1183	1183	19491022	Hispanic	F	Aidé	A	Nevarez
1184	1184	19780708	Hispanic	M	Mahoma	I	Arroyo
1185	1185	19500530	Hispanic	F	Sigrid	V	Rael
1186	1186	19670620	Hispanic	M	Kenneth	N	Gurule
1187	1187	19611015	Hispanic	M	Celerino	C	Estévez
1188	1188	19590519	Hispanic	F	Hilary	F	Tijerina
1189	1189	19661028	Hispanic	M	Vitoldo	Z	Galarza
1190	1190	19820405	Hispanic	M	Juliano	A	Jáquez
1191	1191	19730125	Hispanic	F	Nuil	M	Barajas
1192	1192	19570602	Hispanic	F	Trix	O	Almanza
1193	1193	19500606	Hispanic	F	Analía	D	Salazar
1194	1194	19680803	Hispanic	M	Alterio	T	Tovar
1195	1195	19921125	Hispanic	F	Ascla	S	Ramón
1196	1196	19930415	Hispanic	M	Valfredo	D	Quezada
1197	1197	19681125	Hispanic	M	Yaco	A	Negrete
1198	1198	19950606	Hispanic	F	Lucy	L	Carrero
1199	1199	19771104	Hispanic	M	Gualtar	A	Coronado
1200	1200	19630510	Hispanic	M	Cátulo	S	Godoy
1201	1201	19881011	Hispanic	F	Liboria	V	Aragón
1202	1202	19800808	Hispanic	M	Juvencio	A	Becerra
1203	1203	19491226	Hispanic	M	Clodoaldo	C	Alarcón
1204	1204	19590506	Hispanic	F	Cleo	R	Galarza
1205	1205	19500107	Hispanic	M	Joaquin	A	Prado
1206	1206	19820728	Hispanic	F	Joana	A	Soria
1207	1207	19810915	Hispanic	M	Regino	S	Rincón
1208	1208	19751113	Hispanic	M	Germinal	K	Oquendo
1209	1209	19930703	Hispanic	M	Duarte	S	Hidalgo
1210	1210	19540723	Hispanic	F	Aymara	A	Salazar
1211	1211	19470531	Hispanic	F	Paris	O	Muñoz
1212	1212	19751215	Hispanic	M	Silvano	T	Hernádez
1213	1213	19620607	Hispanic	M	Balthasar	X	Galvez
1214	1214	19520124	Hispanic	F	Mayda	V	Valle
1215	1215	19820809	Hispanic	F	Tosca	A	Morales
1216	1216	19821128	Hispanic	F	Floriana	F	Zavala
1217	1217	19900412	Hispanic	M	Egidio	A	Ceballos
1218	1218	19580821	Hispanic	F	Alejandrina	M	Saucedo
1219	1219	19790202	Hispanic	F	Hercilia	B	Burgos
1220	1220	19841229	Hispanic	M	Menas	E	Colunga
1221	1221	19810402	Hispanic	F	Lenora	F	Prieto
1222	1222	19900127	Hispanic	M	Friedrich	I	Amador
1223	1223	19800813	Hispanic	M	Pelagio	R	Márquez
1224	1224	19930826	Hispanic	F	Gregory	J	Reyes
1225	1225	19831209	Hispanic	M	Ceadas	O	Bustamante
1226	1226	19441222	Hispanic	F	Miki	S	Sevilla
1227	1227	19810221	Hispanic	F	Chabela	C	Carvajal
1228	1228	19910911	Hispanic	M	Clorindo	G	Romo
1229	1229	19900214	Hispanic	M	Pulqui	R	Tirado
1230	1230	19531229	Hispanic	F	Eluhuei	M	Jaime
1231	1231	19530213	Hispanic	M	Farid	M	Serrano
1232	1232	19490701	Hispanic	F	Leila	E	Vázquez
1233	1233	19510128	Hispanic	M	Benildo	C	Alcalá
1234	1234	19711016	Hispanic	F	Karime	E	Palomo
1235	1235	19580907	Hispanic	M	Sirio	T	Laureano
1236	1236	19770727	Hispanic	F	Morgana	A	Covarrubias
1237	1237	19851012	Hispanic	M	Silvano	I	Mesa
1238	1238	19790906	Hispanic	M	Casto	C	Pacheco
1239	1239	19441215	Hispanic	M	Boreas	G	Alcaraz
1240	1240	19620505	Hispanic	M	Kamil	A	Contreras
1241	1241	19600913	Hispanic	F	Senaida	G	Blanco
1242	1242	19671112	Hispanic	M	Francesc	W	Orozco
1243	1243	19910729	Hispanic	M	Lanfranco	R	Meza
1244	1244	19880510	Hispanic	F	Ervina	S	Abreu
1245	1245	19510426	Hispanic	M	Faraón	M	Cuellar
1246	1246	19620808	Hispanic	M	Joscio	M	Rincón
1247	1247	19890515	Hispanic	F	Agape	A	Quesada
1248	1248	19921123	Hispanic	M	Luken	P	Díaz
1249	1249	19510819	Hispanic	F	Atica	T	Sevilla
1250	1250	19900405	Hispanic	F	Romina	T	Echevarría
1251	1251	19480219	Hispanic	M	Maciel	F	Chavarría
1252	1252	19450831	Hispanic	M	Alan	O	Delgadillo
1253	1253	19541027	Hispanic	F	Joanne	E	Quintero
1254	1254	19591225	Hispanic	M	Calímaco	D	Fernández
1255	1255	19450704	Hispanic	M	Gad	A	Vargas
1256	1256	19630322	Hispanic	F	Melani	Y	Castro
1257	1257	19840521	Hispanic	M	Atilio	M	Cepeda
1258	1258	19720821	Hispanic	M	Herman	N	Gamboa
1259	1259	19460528	Hispanic	F	Liduvina	I	Noriega
1260	1260	19530915	Hispanic	M	Balduino	E	Camarillo
1261	1261	19771212	Hispanic	F	Leonora	I	Partida
1262	1262	19930716	Hispanic	F	Marlene	R	Valdés
1263	1263	19521110	Hispanic	F	Anian	S	Regalado
1264	1264	19671016	Hispanic	M	Idumeo	C	Carmona
1265	1265	19890802	Hispanic	F	Inti	D	Lemus
1266	1266	19920926	Hispanic	F	Iracema	A	Lemus
1267	1267	19530105	Hispanic	F	Shirly	V	Roldán
1268	1268	19560324	Hispanic	M	Lisardo	Y	Alemán
1269	1269	19530602	Hispanic	M	Orson	Z	Ballesteros
1270	1270	19730624	Hispanic	M	Arduino	A	Arévalo
1271	1271	19740512	Hispanic	F	Kemberley	K	Muñiz
1272	1272	19920407	Hispanic	F	Romana	M	Mora
1273	1273	19820313	Hispanic	M	Pilato	E	Duran
1274	1274	19620315	Hispanic	M	Filebert	A	Figueroa
1275	1275	19750425	Hispanic	M	Laurent	J	Valverde
1276	1276	19960510	Hispanic	M	Waldino	M	Cotto
1277	1277	19850103	Hispanic	M	Apolonio	Á	Castro
1278	1278	19840511	Hispanic	M	Tupac	A	Santacruz
1279	1279	19920101	Hispanic	F	Montana	D	Burgos
1280	1280	19790918	Hispanic	M	Querían	L	Velez
1281	1281	19550619	Hispanic	M	Fabricio	K	Alba
1282	1282	19550914	Hispanic	M	Galeno	A	Rosado
1283	1283	19810121	Hispanic	F	Anabel	C	Ruiz
1284	1284	19470827	Hispanic	M	Leocadio	W	Madera
1285	1285	19810729	Hispanic	F	Rosina	B	Corrales
1286	1286	19550728	Hispanic	M	Jeremías	M	Palacios
1287	1287	19600610	Hispanic	M	Fidelio	M	Díaz
1288	1288	19560509	Hispanic	F	Eliane	A	Valadez
1289	1289	19590805	Hispanic	M	Yoav	M	Arellano
1290	1290	19850428	Hispanic	M	Vic	I	Naranjo
1291	1291	19781128	Hispanic	F	Luisana	H	Navarrete
1292	1292	19490405	Hispanic	M	Platón	C	Almanza
1293	1293	19810413	Hispanic	M	Olaf	P	Quintanilla
1294	1294	19740124	Hispanic	M	Helio	M	Castro
1295	1295	19660111	Hispanic	M	Franz	X	Laboy
1296	1296	19590610	Hispanic	M	Fusiano	E	Adame
1297	1297	19570416	Hispanic	M	Urías	L	Gallardo
1298	1298	19940427	Hispanic	F	Sarai	A	Apodaca
1299	1299	19570303	Hispanic	M	Oswald	P	Dueñas
1300	1300	19671020	Hispanic	F	Hermilda	M	Rico
1301	1301	19540619	Hispanic	F	Haidee	K	Ojeda
1302	1302	19970218	Hispanic	F	Kipa	C	Valdez
1303	1303	19880826	Hispanic	F	Dina	S	Gracia
1304	1304	19570210	Hispanic	F	Blandina	J	Palacios
1305	1305	19810731	Hispanic	F	Paloma	K	Prado
1306	1306	19760705	Hispanic	F	Anisia	A	Balderas
1307	1307	19580320	Hispanic	F	Janet	R	Cerda
1308	1308	19910528	Hispanic	M	Tiburcio	C	Padilla
1309	1309	19510512	Hispanic	M	Cintio	M	Holguín
1310	1310	19801208	Hispanic	F	Zulima	U	Rael
1311	1311	19680903	Hispanic	M	Platón	S	Chávez
1312	1312	19600913	Hispanic	M	Licurgo	X	Solorio
1313	1313	19800216	Hispanic	F	Evangelina	J	Guajardo
1314	1314	19761114	Hispanic	M	Lucho	K	Ledesma
1315	1315	19910617	Hispanic	F	Piedad	A	Alonso
1316	1316	19840123	Hispanic	M	Normando	E	Paez
1317	1317	19450614	Hispanic	F	Plácida	L	Pedraza
1318	1318	19640429	Hispanic	F	Eustaquia	G	Soto
1319	1319	19470626	Hispanic	M	Joanes	M	Vergara
1320	1320	19960305	Hispanic	M	Romildo	G	Gómez
1321	1321	19580928	Hispanic	F	Floramaría	L	Cazares
1322	1322	19730117	Hispanic	M	Orazio	K	Alemán
1323	1323	19980104	Hispanic	F	Laodamia	A	Caldera
1324	1324	19611208	Hispanic	M	Calígula	S	Montano
1325	1325	19480224	Hispanic	M	Eric	Y	Pichardo
1326	1326	19470831	Hispanic	M	Pompilio	N	Carranza
1327	1327	19730430	Hispanic	F	Alisa	S	Merino
1328	1328	19831014	Hispanic	F	Ciara	S	Pina
1329	1329	19810403	Hispanic	M	Eliel	P	Valdez
1330	1330	19770321	Hispanic	F	Amal	E	Segura
1331	1331	19920128	Hispanic	F	Iliana	E	Gil
1332	1332	19940111	Hispanic	M	Bingham	E	Ponce
1333	1333	19910223	Hispanic	M	Alf	Z	Casillas
1334	1334	19950919	Hispanic	M	Baudilio	F	Árias
1335	1335	19510304	Hispanic	M	Pelegrino	A	Meléndez
1336	1336	19590828	Hispanic	M	Ettiene	B	Posada
1337	1337	19741127	Hispanic	M	Colin	E	Rosas
1338	1338	19950102	Hispanic	F	Lucina	E	Vigil
1339	1339	19640412	Hispanic	M	Clinio	A	Jurado
1340	1340	19670608	Hispanic	F	Dinah	E	Escobar
1341	1341	19731129	Hispanic	M	Millan	D	Montemayor
1342	1342	19810812	Hispanic	F	Calínica	B	Farías
1343	1343	19570606	Hispanic	F	Anisia	A	Nazario
1344	1344	19630810	Hispanic	M	Glauc	B	Herrera
1345	1345	19681008	Hispanic	F	Germana	V	Padrón
1346	1346	19720709	Hispanic	M	Uberto	O	Gómez
1347	1347	19901106	Hispanic	F	Luciana	L	Segura
1348	1348	19801020	Hispanic	M	Iber	C	Rascón
1349	1349	19780612	Hispanic	F	Cilinia	J	Llarnas
1350	1350	19890105	Hispanic	M	Atanasio	R	Escamilla
1351	1351	19820126	Hispanic	F	Cirenia	P	Franco
1352	1352	19710201	Hispanic	F	Ivana	A	Fernández
1353	1353	19521217	Hispanic	M	Yannick	E	Rosado
1354	1354	19871227	Hispanic	M	Raul	E	Rodríguez
1355	1355	19690930	Hispanic	F	Yole	G	Carrasco
1356	1356	19690221	Hispanic	M	Raphael	I	Villalpando
1357	1357	19791222	Hispanic	M	Melin	A	Verduzco
1358	1358	19761016	Hispanic	M	Maximino	E	Escamilla
1359	1359	19841011	Hispanic	M	Pericles	A	Cortés
1360	1360	19910603	Hispanic	M	Simón	M	Cordova
1361	1361	19961111	Hispanic	F	Gabby	C	Quesada
1362	1362	19550320	Hispanic	F	Mirta	H	Ortega
1363	1363	19680126	Hispanic	F	Dionne	D	Escobar
1364	1364	19940201	Hispanic	F	Egeria	R	Tijerina
1365	1365	19920112	Hispanic	M	Edelmiro	A	Zúñiga
1366	1366	19540108	Hispanic	M	Luigi	M	Borrego
1367	1367	19780413	Hispanic	M	Antón	E	Guerra
1368	1368	19650610	Hispanic	M	Eneyen	T	Jiménez
1369	1369	19851201	Hispanic	M	Cencio	L	Camacho
1370	1370	19741129	Hispanic	F	Peñen	A	Chavarría
1371	1371	19830320	Hispanic	M	Lukas	D	Galvez
1372	1372	19570106	Hispanic	M	Leto	S	Rael
1373	1373	19580119	Hispanic	M	Denis	A	Marrero
1374	1374	19470630	Hispanic	M	Adelmar	V	Perea
1375	1375	19751218	Hispanic	M	Cañumil	S	Orosco
1376	1376	19870223	Hispanic	F	Anush	I	Ávila
1377	1377	19740105	Hispanic	M	Buenaventura	U	Camacho
1378	1378	19460623	Hispanic	M	Bertrán	A	Núñez
1379	1379	19710208	Hispanic	M	Napoleón	A	Razo
1380	1380	19931101	Hispanic	M	Fabiano	A	Limón
1381	1381	19480709	Hispanic	M	Lee	F	Gonzales
1382	1382	19790201	Hispanic	M	Kemal	M	Quintero
1383	1383	19931231	Hispanic	F	Valentine	J	Miranda
1384	1384	19861013	Hispanic	M	Ervino	E	Olmos
1385	1385	19810810	Hispanic	M	Génesis	C	Menchaca
1386	1386	19470901	Hispanic	M	Eliot	U	Cepeda
1387	1387	19780426	Hispanic	M	Nilton	A	Espino
1388	1388	19501108	Hispanic	M	Lupo	E	Anaya
1389	1389	19820821	Hispanic	M	Michele	X	Verduzco
1390	1390	19770121	Hispanic	F	Vanesa	P	Borrego
1391	1391	19440331	Hispanic	F	Hemilce	L	Sevilla
1392	1392	19740504	Hispanic	M	Yunka	O	Quintana
1393	1393	19811101	Hispanic	F	Octavia	D	Carrasco
1394	1394	19970320	Hispanic	M	Atalo	A	Colunga
1395	1395	19570523	Hispanic	F	Inalén	F	Madera
1396	1396	19550426	Hispanic	M	Escolástico	X	Arévalo
1397	1397	19901010	Hispanic	M	Tubau	R	Montenegro
1398	1398	19540226	Hispanic	M	Dan	I	Saldivar
1399	1399	19560601	Hispanic	M	Adhemar	A	Menéndez
1400	1400	19811014	Hispanic	M	Nahum	V	Hernández
1401	1401	19600908	Hispanic	M	Giusto	W	Botello
1402	1402	19770707	Hispanic	F	Millaray	O	Munguia
1403	1403	19910504	Hispanic	M	Arador	T	Tamez
1404	1404	19890518	Hispanic	M	Ami	D	Vera
1405	1405	19861230	Hispanic	M	Nicomedes	M	Sevilla
1406	1406	19460227	Hispanic	M	Nisim	H	Bustos
1407	1407	19880205	Hispanic	M	Corrado	N	Reyes
1408	1408	19801211	Hispanic	F	Luisa	U	Ledesma
1409	1409	19751205	Hispanic	M	Prisc	L	Galarza
1410	1410	19650519	Hispanic	M	Cosimus	G	Santiago
1411	1411	19870421	Hispanic	F	Rivi	D	Cepeda
1412	1412	19720109	Hispanic	M	Henry	E	Ramos
1413	1413	19880618	Hispanic	F	Lihue	A	Méndez
1414	1414	19530317	Hispanic	M	Nubar	A	Camarillo
1415	1415	19440627	Hispanic	M	Arnau	L	Armas
1416	1416	19690130	Hispanic	M	Nicasio	A	Carrillo
1417	1417	19470225	Hispanic	F	Benigna	A	Partida
1418	1418	19730426	Hispanic	F	Zarina	B	Pizarro
1419	1419	19460402	Hispanic	M	Dalmazio	T	Casares
1420	1420	19710613	Hispanic	M	Reinardo	L	Melgar
1421	1421	19860308	Hispanic	M	Yulan	H	Rivera
1422	1422	19830611	Hispanic	M	Diógenes	L	Corona
1423	1423	19830405	Hispanic	M	Gamaliel	A	Casas
1424	1424	19890715	Hispanic	M	Ysmael	A	Ornelas
1425	1425	19581031	Hispanic	M	Esaú	U	Robles
1426	1426	19761110	Hispanic	F	Nicole	L	Marcos
1427	1427	19500503	Hispanic	M	Abram	V	Menchaca
1428	1428	19780512	Hispanic	F	Meulen	P	Apodaca
1429	1429	19670801	Hispanic	F	Taiana	P	Abreu
1430	1430	19830821	Hispanic	F	Are	A	Marrero
1431	1431	19641028	Hispanic	M	Ulrico	M	Escobar
1432	1432	19900424	Hispanic	M	Clímene	N	Valles
1433	1433	19441104	Hispanic	F	Judith	C	Preciado
1434	1434	19751208	Hispanic	M	Gaetan	N	Riojas
1435	1435	19651005	Hispanic	M	Oswaldo	K	Espinal
1436	1436	19930914	Hispanic	F	Llanque	A	Pedraza
1437	1437	19520519	Hispanic	F	Kore	B	Arreola
1438	1438	19530830	Hispanic	M	Barbelo	C	Rael
1439	1439	19630817	Hispanic	M	Cristian	E	Aguilera
1440	1440	19650616	Hispanic	M	Segundino	N	Ocampo
1441	1441	19640810	Hispanic	M	Errolán	M	Mercado
1442	1442	19750523	Hispanic	F	Andrómeda	Z	Barela
1443	1443	19450407	Hispanic	M	Meulén	J	Paredes
1444	1444	19580203	Hispanic	F	Irta	A	Ocasio
1445	1445	19720318	Hispanic	M	Aristides	Z	Acosta
